County,Vote type,Total ballots,Contest,Ballots cast,Undervotes
Lincoln,Election Day,1554,"Public Service Commission, District 1 - Southern",1391,163
Lincoln,Provisional,13,"Public Service Commission, District 1 - Southern",12,1
Long,Absentee by Mail,40,"Public Service Commission, District 1 - Southern",36,4
Long,Advance in Person,691,"Public Service Commission, District 1 - Southern",622,69
Long,Election Day,1397,"Public Service Commission, District 1 - Southern",1282,115
Long,Provisional,6,"Public Service Commission, District 1 - Southern",6,0
Lowndes,Absentee by Mail,532,"Public Service Commission, District 1 - Southern",468,64
Lowndes,Advance in Person,8813,"Public Service Commission, District 1 - Southern",7645,1168
Lowndes,Election Day,11478,"Public Service Commission, District 1 - Southern",10195,1283
Lowndes,Provisional,560,"Public Service Commission, District 1 - Southern",494,66
Lumpkin,Absentee by Mail,305,"Public Service Commission, District 1 - Southern",279,26
Lumpkin,Advance in Person,2933,"Public Service Commission, District 1 - Southern",2726,207
Lumpkin,Election Day,4404,"Public Service Commission, District 1 - Southern",4186,218
Lumpkin,Provisional,15,"Public Service Commission, District 1 - Southern",14,1
Macon,Absentee by Mail,106,"Public Service Commission, District 1 - Southern",87,19
Macon,Advance in Person,1207,"Public Service Commission, District 1 - Southern",921,286
Macon,Election Day,1695,"Public Service Commission, District 1 - Southern",1306,389
Macon,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Madison,Absentee by Mail,312,"Public Service Commission, District 1 - Southern",286,26
Madison,Advance in Person,2257,"Public Service Commission, District 1 - Southern",2094,163
Madison,Election Day,4970,"Public Service Commission, District 1 - Southern",4655,315
Madison,Provisional,6,"Public Service Commission, District 1 - Southern",6,0
Marion,Absentee by Mail,219,"Public Service Commission, District 1 - Southern",135,84
Marion,Advance in Person,612,"Public Service Commission, District 1 - Southern",501,111
Marion,Election Day,1314,"Public Service Commission, District 1 - Southern",1199,115
Marion,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
McDuffie,Absentee by Mail,351,"Public Service Commission, District 1 - Southern",292,59
McDuffie,Advance in Person,2043,"Public Service Commission, District 1 - Southern",1675,368
McDuffie,Election Day,3653,"Public Service Commission, District 1 - Southern",3298,355
McDuffie,Provisional,3,"Public Service Commission, District 1 - Southern",3,0
McIntosh,Absentee by Mail,300,"Public Service Commission, District 1 - Southern",252,48
McIntosh,Advance in Person,1300,"Public Service Commission, District 1 - Southern",1129,171
McIntosh,Election Day,2233,"Public Service Commission, District 1 - Southern",1847,386
McIntosh,Provisional,7,"Public Service Commission, District 1 - Southern",6,1
Meriwether,Absentee by Mail,207,"Public Service Commission, District 1 - Southern",194,13
Meriwether,Advance in Person,1188,"Public Service Commission, District 1 - Southern",1023,165
Meriwether,Election Day,4671,"Public Service Commission, District 1 - Southern",4039,632
Meriwether,Provisional,1,"Public Service Commission, District 1 - Southern",1,0
Miller,Absentee by Mail,53,"Public Service Commission, District 1 - Southern",49,4
Miller,Advance in Person,436,"Public Service Commission, District 1 - Southern",401,35
Miller,Election Day,937,"Public Service Commission, District 1 - Southern",838,99
Miller,Provisional,1,"Public Service Commission, District 1 - Southern",1,0
Mitchell,Absentee by Mail,202,"Public Service Commission, District 1 - Southern",161,41
Mitchell,Advance in Person,1589,"Public Service Commission, District 1 - Southern",1344,245
Mitchell,Election Day,3215,"Public Service Commission, District 1 - Southern",2871,344
Mitchell,Provisional,3,"Public Service Commission, District 1 - Southern",3,0
Monroe,Absentee by Mail,358,"Public Service Commission, District 1 - Southern",274,84
Monroe,Advance in Person,2523,"Public Service Commission, District 1 - Southern",2219,304
Monroe,Election Day,5671,"Public Service Commission, District 1 - Southern",5254,417
Monroe,Provisional,23,"Public Service Commission, District 1 - Southern",21,2
Montgomery,Absentee by Mail,92,"Public Service Commission, District 1 - Southern",80,12
Montgomery,Advance in Person,463,"Public Service Commission, District 1 - Southern",409,54
Montgomery,Election Day,1730,"Public Service Commission, District 1 - Southern",1570,160
Montgomery,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Morgan,Absentee by Mail,193,"Public Service Commission, District 1 - Southern",171,22
Morgan,Advance in Person,2475,"Public Service Commission, District 1 - Southern",2204,271
Morgan,Election Day,3635,"Public Service Commission, District 1 - Southern",3370,265
Morgan,Provisional,7,"Public Service Commission, District 1 - Southern",6,1
Murray,Absentee by Mail,207,"Public Service Commission, District 1 - Southern",187,20
Murray,Advance in Person,1347,"Public Service Commission, District 1 - Southern",1241,106
Murray,Election Day,4497,"Public Service Commission, District 1 - Southern",4234,263
Murray,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Muscogee,Absentee by Mail,2150,"Public Service Commission, District 1 - Southern",1872,278
Muscogee,Advance in Person,13494,"Public Service Commission, District 1 - Southern",11068,2426
Muscogee,Election Day,25301,"Public Service Commission, District 1 - Southern",22412,2889
Muscogee,Provisional,63,"Public Service Commission, District 1 - Southern",55,8
Newton,Absentee by Mail,1136,"Public Service Commission, District 1 - Southern",984,152
Newton,Advance in Person,10430,"Public Service Commission, District 1 - Southern",8818,1612
Newton,Election Day,16634,"Public Service Commission, District 1 - Southern",14933,1701
Newton,Provisional,2,"Public Service Commission, District 1 - Southern",2,0
Oconee,Absentee by Mail,368,"Public Service Commission, District 1 - Southern",327,41
Oconee,Advance in Person,5438,"Public Service Commission, District 1 - Southern",4949,489
Oconee,Election Day,7726,"Public Service Commission, District 1 - Southern",7080,646
Oconee,Provisional,7,"Public Service Commission, District 1 - Southern",6,1
Oglethorpe,Absentee by Mail,217,"Public Service Commission, District 1 - Southern",202,15
Oglethorpe,Advance in Person,1609,"Public Service Commission, District 1 - Southern",1436,173
Oglethorpe,Election Day,2262,"Public Service Commission, District 1 - Southern",2081,181
Oglethorpe,Provisional,4,"Public Service Commission, District 1 - Southern",4,0
Paulding,Absentee by Mail,1789,"Public Service Commission, District 1 - Southern",1650,139
Paulding,Advance in Person,14824,"Public Service Commission, District 1 - Southern",13547,1277
Paulding,Election Day,19620,"Public Service Commission, District 1 - Southern",18309,1311
Paulding,Provisional,29,"Public Service Commission, District 1 - Southern",25,4
Peach,Absentee by Mail,215,"Public Service Commission, District 1 - Southern",175,40
Peach,Advance in Person,3402,"Public Service Commission, District 1 - Southern",2828,574
Peach,Election Day,3620,"Public Service Commission, District 1 - Southern",3201,419
Peach,Provisional,8,"Public Service Commission, District 1 - Southern",7,1
Pickens,Absentee by Mail,138,"Public Service Commission, District 1 - Southern",130,8
Pickens,Advance in Person,3653,"Public Service Commission, District 1 - Southern",3422,231
Pickens,Election Day,5031,"Public Service Commission, District 1 - Southern",4812,219
Pickens,Provisional,1,"Public Service Commission, District 1 - Southern",1,0
Pierce,Absentee by Mail,228,"Public Service Commission, District 1 - Southern",212,16
Pierce,Advance in Person,1629,"Public Service Commission, District 1 - Southern",1554,75
Pierce,Election Day,2106,"Public Service Commission, District 1 - Southern",2008,98
Pierce,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Pike,Absentee by Mail,246,"Public Service Commission, District 1 - Southern",224,22
Pike,Advance in Person,1650,"Public Service Commission, District 1 - Southern",1550,100
Pike,Election Day,3700,"Public Service Commission, District 1 - Southern",3530,170
Pike,Provisional,8,"Public Service Commission, District 1 - Southern",7,1
Polk,Absentee by Mail,235,"Public Service Commission, District 1 - Southern",211,24
Polk,Advance in Person,3214,"Public Service Commission, District 1 - Southern",2937,277
Polk,Election Day,4537,"Public Service Commission, District 1 - Southern",4252,285
Polk,Provisional,4,"Public Service Commission, District 1 - Southern",4,0
Pulaski,Absentee by Mail,86,"Public Service Commission, District 1 - Southern",66,20
Pulaski,Advance in Person,1249,"Public Service Commission, District 1 - Southern",1094,155
Pulaski,Election Day,1013,"Public Service Commission, District 1 - Southern",908,105
Pulaski,Provisional,2,"Public Service Commission, District 1 - Southern",2,0
Putnam,Absentee by Mail,387,"Public Service Commission, District 1 - Southern",345,42
Putnam,Advance in Person,2434,"Public Service Commission, District 1 - Southern",2170,264
Putnam,Election Day,3451,"Public Service Commission, District 1 - Southern",3161,290
Putnam,Provisional,2,"Public Service Commission, District 1 - Southern",1,1
Quitman,Absentee by Mail,41,"Public Service Commission, District 1 - Southern",37,4
Quitman,Advance in Person,209,"Public Service Commission, District 1 - Southern",162,47
Quitman,Election Day,347,"Public Service Commission, District 1 - Southern",275,72
Quitman,Provisional,1,"Public Service Commission, District 1 - Southern",1,0
Rabun,Absentee by Mail,427,"Public Service Commission, District 1 - Southern",384,43
Rabun,Advance in Person,3295,"Public Service Commission, District 1 - Southern",2994,301
Rabun,Election Day,1731,"Public Service Commission, District 1 - Southern",1597,134
Rabun,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Randolph,Absentee by Mail,149,"Public Service Commission, District 1 - Southern",77,72
Randolph,Advance in Person,789,"Public Service Commission, District 1 - Southern",634,155
Randolph,Election Day,1173,"Public Service Commission, District 1 - Southern",982,191
Randolph,Provisional,7,"Public Service Commission, District 1 - Southern",6,1
Richmond,Absentee by Mail,3207,"Public Service Commission, District 1 - Southern",2569,638
Richmond,Advance in Person,13314,"Public Service Commission, District 1 - Southern",10704,2610
Richmond,Election Day,31248,"Public Service Commission, District 1 - Southern",26213,5035
Richmond,Provisional,71,"Public Service Commission, District 1 - Southern",56,15
Rockdale,Absentee by Mail,825,"Public Service Commission, District 1 - Southern",728,97
Rockdale,Advance in Person,13442,"Public Service Commission, District 1 - Southern",11338,2104
Rockdale,Election Day,12256,"Public Service Commission, District 1 - Southern",10708,1548
Rockdale,Provisional,48,"Public Service Commission, District 1 - Southern",41,7
Schley,Absentee by Mail,66,"Public Service Commission, District 1 - Southern",52,14
Schley,Advance in Person,602,"Public Service Commission, District 1 - Southern",552,50
Schley,Election Day,595,"Public Service Commission, District 1 - Southern",547,48
Schley,Provisional,3,"Public Service Commission, District 1 - Southern",3,0
Screven,Absentee by Mail,158,"Public Service Commission, District 1 - Southern",129,29
Screven,Advance in Person,1201,"Public Service Commission, District 1 - Southern",1024,177
Screven,Election Day,2412,"Public Service Commission, District 1 - Southern",2098,314
Screven,Provisional,4,"Public Service Commission, District 1 - Southern",4,0
Seminole,Absentee by Mail,76,"Public Service Commission, District 1 - Southern",64,12
Seminole,Advance in Person,477,"Public Service Commission, District 1 - Southern",423,54
Seminole,Election Day,1698,"Public Service Commission, District 1 - Southern",1498,200
Seminole,Provisional,5,"Public Service Commission, District 1 - Southern",5,0
Spalding,Absentee by Mail,528,"Public Service Commission, District 1 - Southern",458,70
Spalding,Advance in Person,6771,"Public Service Commission, District 1 - Southern",5798,973
Spalding,Election Day,9378,"Public Service Commission, District 1 - Southern",8444,934
Spalding,Provisional,14,"Public Service Commission, District 1 - Southern",8,6
Stephens,Absentee by Mail,337,"Public Service Commission, District 1 - Southern",319,18
Stephens,Advance in Person,2604,"Public Service Commission, District 1 - Southern",2441,163
Stephens,Election Day,2225,"Public Service Commission, District 1 - Southern",2133,92
Stephens,Provisional,2,"Public Service Commission, District 1 - Southern",2,0
Stewart,Absentee by Mail,75,"Public Service Commission, District 1 - Southern",55,20
Stewart,Advance in Person,311,"Public Service Commission, District 1 - Southern",221,90
Stewart,Election Day,808,"Public Service Commission, District 1 - Southern",579,229
Stewart,Provisional,18,"Public Service Commission, District 1 - Southern",15,3
Sumter,Absentee by Mail,522,"Public Service Commission, District 1 - Southern",399,123
Sumter,Advance in Person,3280,"Public Service Commission, District 1 - Southern",2650,630
Sumter,Election Day,4191,"Public Service Commission, District 1 - Southern",3572,619
Sumter,Provisional,5,"Public Service Commission, District 1 - Southern",5,0
Talbot,Absentee by Mail,215,"Public Service Commission, District 1 - Southern",148,67
Talbot,Advance in Person,342,"Public Service Commission, District 1 - Southern",267,75
Talbot,Election Day,1588,"Public Service Commission, District 1 - Southern",1284,304
Talbot,Provisional,2,"Public Service Commission, District 1 - Southern",2,0
Taliaferro,Absentee by Mail,50,"Public Service Commission, District 1 - Southern",31,19
Taliaferro,Advance in Person,197,"Public Service Commission, District 1 - Southern",150,47
Taliaferro,Election Day,311,"Public Service Commission, District 1 - Southern",233,78
Taliaferro,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Tattnall,Absentee by Mail,198,"Public Service Commission, District 1 - Southern",176,22
Tattnall,Advance in Person,1310,"Public Service Commission, District 1 - Southern",1167,143
Tattnall,Election Day,2706,"Public Service Commission, District 1 - Southern",2488,218
Tattnall,Provisional,6,"Public Service Commission, District 1 - Southern",5,1
Taylor,Absentee by Mail,127,"Public Service Commission, District 1 - Southern",95,32
Taylor,Advance in Person,620,"Public Service Commission, District 1 - Southern",568,52
Taylor,Election Day,1441,"Public Service Commission, District 1 - Southern",1249,192
Taylor,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Telfair,Absentee by Mail,227,"Public Service Commission, District 1 - Southern",162,65
Telfair,Advance in Person,751,"Public Service Commission, District 1 - Southern",641,110
Telfair,Election Day,1723,"Public Service Commission, District 1 - Southern",1481,242
Telfair,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Terrell,Absentee by Mail,258,"Public Service Commission, District 1 - Southern",189,69
Terrell,Advance in Person,1101,"Public Service Commission, District 1 - Southern",898,203
Terrell,Election Day,1887,"Public Service Commission, District 1 - Southern",1651,236
Terrell,Provisional,2,"Public Service Commission, District 1 - Southern",2,0
Thomas,Absentee by Mail,293,"Public Service Commission, District 1 - Southern",246,47
Thomas,Advance in Person,3653,"Public Service Commission, District 1 - Southern",3259,394
Thomas,Election Day,7055,"Public Service Commission, District 1 - Southern",6370,685
Thomas,Provisional,2,"Public Service Commission, District 1 - Southern",2,0
Tift,Absentee by Mail,254,"Public Service Commission, District 1 - Southern",225,29
Tift,Advance in Person,3128,"Public Service Commission, District 1 - Southern",2841,287
Tift,Election Day,5030,"Public Service Commission, District 1 - Southern",4474,556
Tift,Provisional,92,"Public Service Commission, District 1 - Southern",75,17
Toombs,Absentee by Mail,381,"Public Service Commission, District 1 - Southern",285,96
Toombs,Advance in Person,1805,"Public Service Commission, District 1 - Southern",1653,152
Toombs,Election Day,3352,"Public Service Commission, District 1 - Southern",3055,297
Toombs,Provisional,6,"Public Service Commission, District 1 - Southern",6,0
Towns,Absentee by Mail,190,"Public Service Commission, District 1 - Southern",173,17
Towns,Advance in Person,2289,"Public Service Commission, District 1 - Southern",2083,206
Towns,Election Day,1717,"Public Service Commission, District 1 - Southern",1568,149
Towns,Provisional,68,"Public Service Commission, District 1 - Southern",61,7
Treutlen,Absentee by Mail,50,"Public Service Commission, District 1 - Southern",40,10
Treutlen,Advance in Person,426,"Public Service Commission, District 1 - Southern",334,92
Treutlen,Election Day,1041,"Public Service Commission, District 1 - Southern",922,119
Treutlen,Provisional,3,"Public Service Commission, District 1 - Southern",2,1
Troup,Absentee by Mail,847,"Public Service Commission, District 1 - Southern",719,128
Troup,Advance in Person,4821,"Public Service Commission, District 1 - Southern",4239,582
Troup,Election Day,9963,"Public Service Commission, District 1 - Southern",8952,1011
Troup,Provisional,41,"Public Service Commission, District 1 - Southern",38,3
Turner,Absentee by Mail,41,"Public Service Commission, District 1 - Southern",29,12
Turner,Advance in Person,1026,"Public Service Commission, District 1 - Southern",894,132
Turner,Election Day,1188,"Public Service Commission, District 1 - Southern",1051,137
Turner,Provisional,11,"Public Service Commission, District 1 - Southern",7,4
Twiggs,Absentee by Mail,275,"Public Service Commission, District 1 - Southern",186,89
Twiggs,Advance in Person,841,"Public Service Commission, District 1 - Southern",657,184
Twiggs,Election Day,1776,"Public Service Commission, District 1 - Southern",1506,270
Twiggs,Provisional,1,"Public Service Commission, District 1 - Southern",1,0
Union,Absentee by Mail,288,"Public Service Commission, District 1 - Southern",259,29
Union,Advance in Person,3487,"Public Service Commission, District 1 - Southern",3232,255
Union,Election Day,3966,"Public Service Commission, District 1 - Southern",3737,229
Union,Provisional,2,"Public Service Commission, District 1 - Southern",2,0
Upson,Absentee by Mail,230,"Public Service Commission, District 1 - Southern",205,25
Upson,Advance in Person,2400,"Public Service Commission, District 1 - Southern",2128,272
Upson,Election Day,4440,"Public Service Commission, District 1 - Southern",4008,432
Upson,Provisional,1,"Public Service Commission, District 1 - Southern",1,0
Walker,Absentee by Mail,617,"Public Service Commission, District 1 - Southern",574,43
Walker,Advance in Person,3646,"Public Service Commission, District 1 - Southern",3413,233
Walker,Election Day,8076,"Public Service Commission, District 1 - Southern",7678,398
Walker,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Walton,Absentee by Mail,1068,"Public Service Commission, District 1 - Southern",967,101
Walton,Advance in Person,6096,"Public Service Commission, District 1 - Southern",5607,489
Walton,Election Day,18659,"Public Service Commission, District 1 - Southern",17642,1017
Walton,Provisional,16,"Public Service Commission, District 1 - Southern",15,1
Ware,Absentee by Mail,326,"Public Service Commission, District 1 - Southern",311,15
Ware,Advance in Person,2081,"Public Service Commission, District 1 - Southern",1804,277
Ware,Election Day,4306,"Public Service Commission, District 1 - Southern",3998,308
Ware,Provisional,1,"Public Service Commission, District 1 - Southern",1,0
Warren,Absentee by Mail,60,"Public Service Commission, District 1 - Southern",54,6
Warren,Advance in Person,543,"Public Service Commission, District 1 - Southern",414,129
Warren,Election Day,889,"Public Service Commission, District 1 - Southern",725,164
Warren,Provisional,1,"Public Service Commission, District 1 - Southern",1,0
Washington,Absentee by Mail,355,"Public Service Commission, District 1 - Southern",271,84
Washington,Advance in Person,2324,"Public Service Commission, District 1 - Southern",1834,490
Washington,Election Day,3362,"Public Service Commission, District 1 - Southern",2691,671
Washington,Provisional,8,"Public Service Commission, District 1 - Southern",7,1
Wayne,Absentee by Mail,258,"Public Service Commission, District 1 - Southern",230,28
Wayne,Advance in Person,2152,"Public Service Commission, District 1 - Southern",1982,170
Wayne,Election Day,3740,"Public Service Commission, District 1 - Southern",3495,245
Wayne,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Webster,Absentee by Mail,80,"Public Service Commission, District 1 - Southern",61,19
Webster,Advance in Person,271,"Public Service Commission, District 1 - Southern",236,35
Webster,Election Day,426,"Public Service Commission, District 1 - Southern",340,86
Webster,Provisional,0,"Public Service Commission, District 1 - Southern",0,0
Wheeler,Absentee by Mail,87,"Public Service Commission, District 1 - Southern",70,17
Wheeler,Advance in Person,447,"Public Service Commission, District 1 - Southern",379,68
Wheeler,Election Day,959,"Public Service Commission, District 1 - Southern",865,94
Wheeler,Provisional,9,"Public Service Commission, District 1 - Southern",9,0
White,Absentee by Mail,447,"Public Service Commission, District 1 - Southern",425,22
White,Advance in Person,2267,"Public Service Commission, District 1 - Southern",2150,117
White,Election Day,4948,"Public Service Commission, District 1 - Southern",4737,211
White,Provisional,3,"Public Service Commission, District 1 - Southern",3,0
Whitfield,Absentee by Mail,478,"Public Service Commission, District 1 - Southern",451,27
Whitfield,Advance in Person,3511,"Public Service Commission, District 1 - Southern",3176,335
Whitfield,Election Day,11767,"Public Service Commission, District 1 - Southern",11031,736
Whitfield,Provisional,38,"Public Service Commission, District 1 - Southern",38,0
Wilcox,Absentee by Mail,144,"Public Service Commission, District 1 - Southern",132,12
Wilcox,Advance in Person,455,"Public Service Commission, District 1 - Southern",407,48
Wilcox,Election Day,1280,"Public Service Commission, District 1 - Southern",1134,146
Wilcox,Provisional,3,"Public Service Commission, District 1 - Southern",2,1
Wilkes,Absentee by Mail,104,"Public Service Commission, District 1 - Southern",87,17
Wilkes,Advance in Person,939,"Public Service Commission, District 1 - Southern",779,160
Wilkes,Election Day,2044,"Public Service Commission, District 1 - Southern",1718,326
Wilkes,Provisional,3,"Public Service Commission, District 1 - Southern",3,0
Wilkinson,Absentee by Mail,150,"Public Service Commission, District 1 - Southern",114,36
Wilkinson,Advance in Person,763,"Public Service Commission, District 1 - Southern",589,174
Wilkinson,Election Day,2227,"Public Service Commission, District 1 - Southern",1845,382
Wilkinson,Provisional,1,"Public Service Commission, District 1 - Southern",1,0
Worth,Absentee by Mail,138,"Public Service Commission, District 1 - Southern",108,30
Worth,Advance in Person,1170,"Public Service Commission, District 1 - Southern",1060,110
Worth,Election Day,3871,"Public Service Commission, District 1 - Southern",3615,256
Worth,Provisional,10,"Public Service Commission, District 1 - Southern",10,0
Appling,Absentee by Mail,306,"Public Service Commission, District 4 - Northern",299,7
Appling,Advance in Person,976,"Public Service Commission, District 4 - Northern",964,12
Appling,Election Day,3122,"Public Service Commission, District 4 - Northern",3078,44
Appling,Provisional,4,"Public Service Commission, District 4 - Northern",4,0
Atkinson,Absentee by Mail,68,"Public Service Commission, District 4 - Northern",66,2
Atkinson,Advance in Person,495,"Public Service Commission, District 4 - Northern",477,18
Atkinson,Election Day,1058,"Public Service Commission, District 4 - Northern",1008,50
Atkinson,Provisional,7,"Public Service Commission, District 4 - Northern",6,1
Bacon,Absentee by Mail,73,"Public Service Commission, District 4 - Northern",71,2
Bacon,Advance in Person,887,"Public Service Commission, District 4 - Northern",869,18
Bacon,Election Day,1240,"Public Service Commission, District 4 - Northern",1232,8
Bacon,Provisional,3,"Public Service Commission, District 4 - Northern",3,0
Baker,Absentee by Mail,71,"Public Service Commission, District 4 - Northern",67,4
Baker,Advance in Person,298,"Public Service Commission, District 4 - Northern",296,2
Baker,Election Day,617,"Public Service Commission, District 4 - Northern",603,14
Baker,Provisional,3,"Public Service Commission, District 4 - Northern",3,0
Baldwin,Absentee by Mail,409,"Public Service Commission, District 4 - Northern",398,11
Baldwin,Advance in Person,3933,"Public Service Commission, District 4 - Northern",3896,37
Baldwin,Election Day,6152,"Public Service Commission, District 4 - Northern",6129,23
Baldwin,Provisional,9,"Public Service Commission, District 4 - Northern",9,0
Banks,Absentee by Mail,142,"Public Service Commission, District 4 - Northern",138,4
Banks,Advance in Person,852,"Public Service Commission, District 4 - Northern",836,16
Banks,Election Day,3339,"Public Service Commission, District 4 - Northern",3264,75
Banks,Provisional,1,"Public Service Commission, District 4 - Northern",1,0
Barrow,Absentee by Mail,701,"Public Service Commission, District 4 - Northern",686,15
Barrow,Advance in Person,4720,"Public Service Commission, District 4 - Northern",4693,27
Barrow,Election Day,10688,"Public Service Commission, District 4 - Northern",10588,100
Barrow,Provisional,8,"Public Service Commission, District 4 - Northern",7,1
Bartow,Absentee by Mail,772,"Public Service Commission, District 4 - Northern",747,25
Bartow,Advance in Person,5826,"Public Service Commission, District 4 - Northern",5802,24
Bartow,Election Day,16152,"Public Service Commission, District 4 - Northern",15941,211
Bartow,Provisional,20,"Public Service Commission, District 4 - Northern",20,0
Ben Hill,Absentee by Mail,136,"Public Service Commission, District 4 - Northern",129,7
Ben Hill,Advance in Person,1494,"Public Service Commission, District 4 - Northern",1476,18
Ben Hill,Election Day,1864,"Public Service Commission, District 4 - Northern",1862,2
Ben Hill,Provisional,3,"Public Service Commission, District 4 - Northern",3,0
Berrien,Absentee by Mail,212,"Public Service Commission, District 4 - Northern",203,9
Berrien,Advance in Person,1103,"Public Service Commission, District 4 - Northern",1092,11
Berrien,Election Day,2608,"Public Service Commission, District 4 - Northern",2589,19
Berrien,Provisional,8,"Public Service Commission, District 4 - Northern",8,0
Bibb,Absentee by Mail,2189,"Public Service Commission, District 4 - Northern",2123,66
Bibb,Advance in Person,10315,"Public Service Commission, District 4 - Northern",10250,65
Bibb,Election Day,29989,"Public Service Commission, District 4 - Northern",29604,385
Bibb,Provisional,78,"Public Service Commission, District 4 - Northern",77,1
Bleckley,Absentee by Mail,228,"Public Service Commission, District 4 - Northern",220,8
Bleckley,Advance in Person,1157,"Public Service Commission, District 4 - Northern",1128,29
Bleckley,Election Day,1855,"Public Service Commission, District 4 - Northern",1843,12
Bleckley,Provisional,5,"Public Service Commission, District 4 - Northern",4,1
Brantley,Absentee by Mail,143,"Public Service Commission, District 4 - Northern",137,6
Brantley,Advance in Person,747,"Public Service Commission, District 4 - Northern",735,12
Brantley,Election Day,2086,"Public Service Commission, District 4 - Northern",2035,51
Brantley,Provisional,4,"Public Service Commission, District 4 - Northern",4,0
Brooks,Absentee by Mail,1016,"Public Service Commission, District 4 - Northern",998,18
Brooks,Advance in Person,1259,"Public Service Commission, District 4 - Northern",1242,17
Brooks,Election Day,2355,"Public Service Commission, District 4 - Northern",2328,27
Brooks,Provisional,26,"Public Service Commission, District 4 - Northern",25,1
Bryan,Absentee by Mail,237,"Public Service Commission, District 4 - Northern",228,9
Bryan,Advance in Person,2852,"Public Service Commission, District 4 - Northern",2829,23
Bryan,Election Day,4863,"Public Service Commission, District 4 - Northern",4826,37
Bryan,Provisional,3,"Public Service Commission, District 4 - Northern",3,0
Bulloch,Absentee by Mail,541,"Public Service Commission, District 4 - Northern",526,15
Bulloch,Advance in Person,3846,"Public Service Commission, District 4 - Northern",3826,20
Bulloch,Election Day,9455,"Public Service Commission, District 4 - Northern",9346,109
Bulloch,Provisional,12,"Public Service Commission, District 4 - Northern",11,1
Burke,Absentee by Mail,594,"Public Service Commission, District 4 - Northern",588,6
Burke,Advance in Person,1260,"Public Service Commission, District 4 - Northern",1254,6
Burke,Election Day,4049,"Public Service Commission, District 4 - Northern",4015,34
Burke,Provisional,0,"Public Service Commission, District 4 - Northern",0,0
Butts,Absentee by Mail,183,"Public Service Commission, District 4 - Northern",180,3
Butts,Advance in Person,3252,"Public Service Commission, District 4 - Northern",3218,34
Butts,Election Day,2671,"Public Service Commission, District 4 - Northern",2651,20
Butts,Provisional,0,"Public Service Commission, District 4 - Northern",0,0
Calhoun,Absentee by Mail,91,"Public Service Commission, District 4 - Northern",87,4
Calhoun,Advance in Person,320,"Public Service Commission, District 4 - Northern",319,1
Calhoun,Election Day,1044,"Public Service Commission, District 4 - Northern",1039,5
Calhoun,Provisional,2,"Public Service Commission, District 4 - Northern",2,0
Camden,Absentee by Mail,586,"Public Service Commission, District 4 - Northern",573,13
Camden,Advance in Person,2509,"Public Service Commission, District 4 - Northern",2472,37
Camden,Election Day,6720,"Public Service Commission, District 4 - Northern",6673,47
Camden,Provisional,9,"Public Service Commission, District 4 - Northern",9,0
Candler,Absentee by Mail,108,"Public Service Commission, District 4 - Northern",104,4
Candler,Advance in Person,835,"Public Service Commission, District 4 - Northern",831,4
Candler,Election Day,1258,"Public Service Commission, District 4 - Northern",1246,12
Candler,Provisional,0,"Public Service Commission, District 4 - Northern",0,0
Carroll,Absentee by Mail,845,"Public Service Commission, District 4 - Northern",829,16
Carroll,Advance in Person,7673,"Public Service Commission, District 4 - Northern",7592,81
Carroll,Election Day,17495,"Public Service Commission, District 4 - Northern",17366,129
Carroll,Provisional,53,"Public Service Commission, District 4 - Northern",52,1
Catoosa,Absentee by Mail,456,"Public Service Commission, District 4 - Northern",435,21
Catoosa,Advance in Person,4909,"Public Service Commission, District 4 - Northern",4852,57
Catoosa,Election Day,8541,"Public Service Commission, District 4 - Northern",8380,161
Catoosa,Provisional,14,"Public Service Commission, District 4 - Northern",14,0
Charlton,Absentee by Mail,80,"Public Service Commission, District 4 - Northern",78,2
Charlton,Advance in Person,684,"Public Service Commission, District 4 - Northern",683,1
Charlton,Election Day,1247,"Public Service Commission, District 4 - Northern",1243,4
Charlton,Provisional,4,"Public Service Commission, District 4 - Northern",4,0
Chatham,Absentee by Mail,2948,"Public Service Commission, District 4 - Northern",2839,109
Chatham,Advance in Person,17241,"Public Service Commission, District 4 - Northern",17171,70
Chatham,Election Day,48480,"Public Service Commission, District 4 - Northern",48166,314
Chatham,Provisional,55,"Public Service Commission, District 4 - Northern",52,3
Chattahoochee,Absentee by Mail,22,"Public Service Commission, District 4 - Northern",22,0
Chattahoochee,Advance in Person,196,"Public Service Commission, District 4 - Northern",196,0
Chattahoochee,Election Day,481,"Public Service Commission, District 4 - Northern",481,0
Chattahoochee,Provisional,2,"Public Service Commission, District 4 - Northern",2,0
Chattooga,Absentee by Mail,107,"Public Service Commission, District 4 - Northern",106,1
Chattooga,Advance in Person,1625,"Public Service Commission, District 4 - Northern",1588,37
