County,Vote type,Total ballots,Contest,Ballots cast,Undervotes
Wayne,Provisional,10,"Public Service Commission, District 3 - Metro-Atlanta",9,1
Webster,Absentee by Mail,152,"Public Service Commission, District 3 - Metro-Atlanta",146,6
Webster,Advance in Person,544,"Public Service Commission, District 3 - Metro-Atlanta",528,16
Webster,Election Day,404,"Public Service Commission, District 3 - Metro-Atlanta",388,16
Webster,Provisional,0,"Public Service Commission, District 3 - Metro-Atlanta",0,0
Wheeler,Absentee by Mail,115,"Public Service Commission, District 3 - Metro-Atlanta",115,0
Wheeler,Advance in Person,974,"Public Service Commission, District 3 - Metro-Atlanta",950,24
Wheeler,Election Day,838,"Public Service Commission, District 3 - Metro-Atlanta",816,22
Wheeler,Provisional,4,"Public Service Commission, District 3 - Metro-Atlanta",3,1
White,Absentee by Mail,537,"Public Service Commission, District 3 - Metro-Atlanta",530,7
White,Advance in Person,5408,"Public Service Commission, District 3 - Metro-Atlanta",5314,94
White,Election Day,5489,"Public Service Commission, District 3 - Metro-Atlanta",5401,88
White,Provisional,6,"Public Service Commission, District 3 - Metro-Atlanta",6,0
Whitfield,Absentee by Mail,1017,"Public Service Commission, District 3 - Metro-Atlanta",998,19
Whitfield,Advance in Person,9610,"Public Service Commission, District 3 - Metro-Atlanta",9425,185
Whitfield,Election Day,16675,"Public Service Commission, District 3 - Metro-Atlanta",16238,437
Whitfield,Provisional,25,"Public Service Commission, District 3 - Metro-Atlanta",23,2
Wilcox,Absentee by Mail,205,"Public Service Commission, District 3 - Metro-Atlanta",200,5
Wilcox,Advance in Person,1202,"Public Service Commission, District 3 - Metro-Atlanta",1175,27
Wilcox,Election Day,1408,"Public Service Commission, District 3 - Metro-Atlanta",1361,47
Wilcox,Provisional,0,"Public Service Commission, District 3 - Metro-Atlanta",0,0
Wilkes,Absentee by Mail,301,"Public Service Commission, District 3 - Metro-Atlanta",292,9
Wilkes,Advance in Person,2075,"Public Service Commission, District 3 - Metro-Atlanta",2010,65
Wilkes,Election Day,1995,"Public Service Commission, District 3 - Metro-Atlanta",1923,72
Wilkes,Provisional,6,"Public Service Commission, District 3 - Metro-Atlanta",6,0
Wilkinson,Absentee by Mail,270,"Public Service Commission, District 3 - Metro-Atlanta",263,7
Wilkinson,Advance in Person,1567,"Public Service Commission, District 3 - Metro-Atlanta",1512,55
Wilkinson,Election Day,2427,"Public Service Commission, District 3 - Metro-Atlanta",2324,103
Wilkinson,Provisional,1,"Public Service Commission, District 3 - Metro-Atlanta",1,0
Worth,Absentee by Mail,305,"Public Service Commission, District 3 - Metro-Atlanta",299,6
Worth,Advance in Person,3108,"Public Service Commission, District 3 - Metro-Atlanta",3051,57
Worth,Election Day,4418,"Public Service Commission, District 3 - Metro-Atlanta",4302,116
Worth,Provisional,15,"Public Service Commission, District 3 - Metro-Atlanta",15,0
Appling,Absentee by Mail,530,"Public Service Commission, District 5 - Western",514,16
Appling,Advance in Person,3298,"Public Service Commission, District 5 - Western",3191,107
Appling,Election Day,2978,"Public Service Commission, District 5 - Western",2875,103
Appling,Provisional,3,"Public Service Commission, District 5 - Western",3,0
Atkinson,Absentee by Mail,88,"Public Service Commission, District 5 - Western",88,0
Atkinson,Advance in Person,1285,"Public Service Commission, District 5 - Western",1218,67
Atkinson,Election Day,1147,"Public Service Commission, District 5 - Western",1082,65
Atkinson,Provisional,2,"Public Service Commission, District 5 - Western",1,1
Bacon,Absentee by Mail,174,"Public Service Commission, District 5 - Western",171,3
Bacon,Advance in Person,2828,"Public Service Commission, District 5 - Western",2757,71
Bacon,Election Day,827,"Public Service Commission, District 5 - Western",783,44
Bacon,Provisional,1,"Public Service Commission, District 5 - Western",1,0
Baker,Absentee by Mail,141,"Public Service Commission, District 5 - Western",133,8
Baker,Advance in Person,485,"Public Service Commission, District 5 - Western",467,18
Baker,Election Day,665,"Public Service Commission, District 5 - Western",622,43
Baker,Provisional,2,"Public Service Commission, District 5 - Western",2,0
Baldwin,Absentee by Mail,1158,"Public Service Commission, District 5 - Western",1139,19
Baldwin,Advance in Person,8295,"Public Service Commission, District 5 - Western",8066,229
Baldwin,Election Day,6180,"Public Service Commission, District 5 - Western",5976,204
Baldwin,Provisional,3,"Public Service Commission, District 5 - Western",3,0
Banks,Absentee by Mail,223,"Public Service Commission, District 5 - Western",220,3
Banks,Advance in Person,2771,"Public Service Commission, District 5 - Western",2724,47
Banks,Election Day,3858,"Public Service Commission, District 5 - Western",3781,77
Banks,Provisional,1,"Public Service Commission, District 5 - Western",1,0
Barrow,Absentee by Mail,1263,"Public Service Commission, District 5 - Western",1235,28
Barrow,Advance in Person,12223,"Public Service Commission, District 5 - Western",12037,186
Barrow,Election Day,13912,"Public Service Commission, District 5 - Western",13649,263
Barrow,Provisional,7,"Public Service Commission, District 5 - Western",7,0
Bartow,Absentee by Mail,1568,"Public Service Commission, District 5 - Western",1548,20
Bartow,Advance in Person,16175,"Public Service Commission, District 5 - Western",15916,259
Bartow,Election Day,19584,"Public Service Commission, District 5 - Western",19197,387
Bartow,Provisional,32,"Public Service Commission, District 5 - Western",32,0
Ben Hill,Absentee by Mail,320,"Public Service Commission, District 5 - Western",313,7
Ben Hill,Advance in Person,3605,"Public Service Commission, District 5 - Western",3550,55
Ben Hill,Election Day,1608,"Public Service Commission, District 5 - Western",1561,47
Ben Hill,Provisional,14,"Public Service Commission, District 5 - Western",13,1
Berrien,Absentee by Mail,322,"Public Service Commission, District 5 - Western",318,4
Berrien,Advance in Person,3153,"Public Service Commission, District 5 - Western",3083,70
Berrien,Election Day,2772,"Public Service Commission, District 5 - Western",2698,74
Berrien,Provisional,5,"Public Service Commission, District 5 - Western",4,1
Bibb,Absentee by Mail,4461,"Public Service Commission, District 5 - Western",4396,65
Bibb,Advance in Person,26183,"Public Service Commission, District 5 - Western",25650,533
Bibb,Election Day,29816,"Public Service Commission, District 5 - Western",29110,706
Bibb,Provisional,232,"Public Service Commission, District 5 - Western",227,5
Bleckley,Absentee by Mail,257,"Public Service Commission, District 5 - Western",249,8
Bleckley,Advance in Person,2805,"Public Service Commission, District 5 - Western",2722,83
Bleckley,Election Day,1793,"Public Service Commission, District 5 - Western",1728,65
Bleckley,Provisional,5,"Public Service Commission, District 5 - Western",5,0
Brantley,Absentee by Mail,188,"Public Service Commission, District 5 - Western",184,4
Brantley,Advance in Person,2868,"Public Service Commission, District 5 - Western",2807,61
Brantley,Election Day,2633,"Public Service Commission, District 5 - Western",2534,99
Brantley,Provisional,5,"Public Service Commission, District 5 - Western",5,0
Brooks,Absentee by Mail,465,"Public Service Commission, District 5 - Western",453,12
Brooks,Advance in Person,2417,"Public Service Commission, District 5 - Western",2360,57
Brooks,Election Day,2814,"Public Service Commission, District 5 - Western",2739,75
Brooks,Provisional,27,"Public Service Commission, District 5 - Western",26,1
Bryan,Absentee by Mail,582,"Public Service Commission, District 5 - Western",571,11
Bryan,Advance in Person,8342,"Public Service Commission, District 5 - Western",8199,143
Bryan,Election Day,6046,"Public Service Commission, District 5 - Western",5924,122
Bryan,Provisional,15,"Public Service Commission, District 5 - Western",15,0
Bulloch,Absentee by Mail,1076,"Public Service Commission, District 5 - Western",1050,26
Bulloch,Advance in Person,11170,"Public Service Commission, District 5 - Western",10924,246
Bulloch,Election Day,11297,"Public Service Commission, District 5 - Western",10998,299
Bulloch,Provisional,140,"Public Service Commission, District 5 - Western",137,3
Burke,Absentee by Mail,968,"Public Service Commission, District 5 - Western",951,17
Burke,Advance in Person,3199,"Public Service Commission, District 5 - Western",3138,61
Burke,Election Day,4552,"Public Service Commission, District 5 - Western",4416,136
Burke,Provisional,2,"Public Service Commission, District 5 - Western",2,0
Butts,Absentee by Mail,380,"Public Service Commission, District 5 - Western",370,10
Butts,Advance in Person,6277,"Public Service Commission, District 5 - Western",6153,124
Butts,Election Day,2206,"Public Service Commission, District 5 - Western",2159,47
Butts,Provisional,0,"Public Service Commission, District 5 - Western",0,0
Calhoun,Absentee by Mail,185,"Public Service Commission, District 5 - Western",181,4
Calhoun,Advance in Person,607,"Public Service Commission, District 5 - Western",597,10
Calhoun,Election Day,1107,"Public Service Commission, District 5 - Western",1075,32
Calhoun,Provisional,0,"Public Service Commission, District 5 - Western",0,0
Camden,Absentee by Mail,1193,"Public Service Commission, District 5 - Western",1174,19
Camden,Advance in Person,8085,"Public Service Commission, District 5 - Western",7967,118
Camden,Election Day,7775,"Public Service Commission, District 5 - Western",7593,182
Camden,Provisional,8,"Public Service Commission, District 5 - Western",8,0
Candler,Absentee by Mail,120,"Public Service Commission, District 5 - Western",117,3
Candler,Advance in Person,2335,"Public Service Commission, District 5 - Western",2273,62
Candler,Election Day,1083,"Public Service Commission, District 5 - Western",1051,32
Candler,Provisional,1,"Public Service Commission, District 5 - Western",1,0
Carroll,Absentee by Mail,1518,"Public Service Commission, District 5 - Western",1481,37
Carroll,Advance in Person,20100,"Public Service Commission, District 5 - Western",19807,293
Carroll,Election Day,20121,"Public Service Commission, District 5 - Western",19717,404
Carroll,Provisional,104,"Public Service Commission, District 5 - Western",100,4
Catoosa,Absentee by Mail,540,"Public Service Commission, District 5 - Western",530,10
Catoosa,Advance in Person,13673,"Public Service Commission, District 5 - Western",13416,257
Catoosa,Election Day,9512,"Public Service Commission, District 5 - Western",9325,187
Catoosa,Provisional,33,"Public Service Commission, District 5 - Western",33,0
Charlton,Absentee by Mail,163,"Public Service Commission, District 5 - Western",157,6
Charlton,Advance in Person,1549,"Public Service Commission, District 5 - Western",1512,37
Charlton,Election Day,1657,"Public Service Commission, District 5 - Western",1601,56
Charlton,Provisional,8,"Public Service Commission, District 5 - Western",7,1
Chatham,Absentee by Mail,6177,"Public Service Commission, District 5 - Western",6026,151
Chatham,Advance in Person,32338,"Public Service Commission, District 5 - Western",31771,567
Chatham,Election Day,64823,"Public Service Commission, District 5 - Western",63235,1588
Chatham,Provisional,205,"Public Service Commission, District 5 - Western",198,7
Chattahoochee,Absentee by Mail,35,"Public Service Commission, District 5 - Western",35,0
Chattahoochee,Advance in Person,493,"Public Service Commission, District 5 - Western",477,16
Chattahoochee,Election Day,574,"Public Service Commission, District 5 - Western",555,19
Chattahoochee,Provisional,3,"Public Service Commission, District 5 - Western",3,0
Chattooga,Absentee by Mail,225,"Public Service Commission, District 5 - Western",221,4
Chattooga,Advance in Person,3452,"Public Service Commission, District 5 - Western",3367,85
Chattooga,Election Day,3750,"Public Service Commission, District 5 - Western",3640,110
Chattooga,Provisional,7,"Public Service Commission, District 5 - Western",7,0
Cherokee,Absentee by Mail,5312,"Public Service Commission, District 5 - Western",5201,111
Cherokee,Advance in Person,48565,"Public Service Commission, District 5 - Western",47878,687
Cherokee,Election Day,52422,"Public Service Commission, District 5 - Western",51229,1193
Cherokee,Provisional,112,"Public Service Commission, District 5 - Western",108,4
Clarke,Absentee by Mail,3022,"Public Service Commission, District 5 - Western",2961,61
Clarke,Advance in Person,19957,"Public Service Commission, District 5 - Western",19579,378
Clarke,Election Day,20282,"Public Service Commission, District 5 - Western",19664,618
Clarke,Provisional,41,"Public Service Commission, District 5 - Western",40,1
Clay,Absentee by Mail,143,"Public Service Commission, District 5 - Western",135,8
Clay,Advance in Person,579,"Public Service Commission, District 5 - Western",560,19
Clay,Election Day,464,"Public Service Commission, District 5 - Western",448,16
Clay,Provisional,0,"Public Service Commission, District 5 - Western",0,0
Clayton,Absentee by Mail,5847,"Public Service Commission, District 5 - Western",5720,127
Clayton,Advance in Person,47671,"Public Service Commission, District 5 - Western",46958,713
Clayton,Election Day,38322,"Public Service Commission, District 5 - Western",37562,760
Clayton,Provisional,372,"Public Service Commission, District 5 - Western",348,24
Clinch,Absentee by Mail,109,"Public Service Commission, District 5 - Western",107,2
Clinch,Advance in Person,1236,"Public Service Commission, District 5 - Western",1179,57
Clinch,Election Day,909,"Public Service Commission, District 5 - Western",871,38
Clinch,Provisional,4,"Public Service Commission, District 5 - Western",4,0
Cobb,Absentee by Mail,25901,"Public Service Commission, District 5 - Western",25303,598
Cobb,Advance in Person,111554,"Public Service Commission, District 5 - Western",110149,1405
Cobb,Election Day,172926,"Public Service Commission, District 5 - Western",169540,3386
Cobb,Provisional,1433,"Public Service Commission, District 5 - Western",1384,49
Coffee,Absentee by Mail,395,"Public Service Commission, District 5 - Western",389,6
Coffee,Advance in Person,7664,"Public Service Commission, District 5 - Western",7445,219
Coffee,Election Day,4536,"Public Service Commission, District 5 - Western",4377,159
Coffee,Provisional,20,"Public Service Commission, District 5 - Western",19,1
Colquitt,Absentee by Mail,514,"Public Service Commission, District 5 - Western",501,13
Colquitt,Advance in Person,6071,"Public Service Commission, District 5 - Western",5904,167
Colquitt,Election Day,6368,"Public Service Commission, District 5 - Western",6122,246
Colquitt,Provisional,10,"Public Service Commission, District 5 - Western",10,0
Columbia,Absentee by Mail,2936,"Public Service Commission, District 5 - Western",2884,52
Columbia,Advance in Person,29686,"Public Service Commission, District 5 - Western",29330,356
Columbia,Election Day,28969,"Public Service Commission, District 5 - Western",28414,555
Columbia,Provisional,43,"Public Service Commission, District 5 - Western",43,0
Cook,Absentee by Mail,244,"Public Service Commission, District 5 - Western",242,2
Cook,Advance in Person,3069,"Public Service Commission, District 5 - Western",3005,64
Cook,Election Day,2490,"Public Service Commission, District 5 - Western",2437,53
Cook,Provisional,0,"Public Service Commission, District 5 - Western",0,0
Coweta,Absentee by Mail,2812,"Public Service Commission, District 5 - Western",2751,61
Coweta,Advance in Person,25641,"Public Service Commission, District 5 - Western",25252,389
Coweta,Election Day,29603,"Public Service Commission, District 5 - Western",29005,598
Coweta,Provisional,15,"Public Service Commission, District 5 - Western",15,0
Crawford,Absentee by Mail,234,"Public Service Commission, District 5 - Western",229,5
Crawford,Advance in Person,2567,"Public Service Commission, District 5 - Western",2483,84
Crawford,Election Day,2130,"Public Service Commission, District 5 - Western",2083,47
Crawford,Provisional,3,"Public Service Commission, District 5 - Western",3,0
Crisp,Absentee by Mail,363,"Public Service Commission, District 5 - Western",348,15
Crisp,Advance in Person,4191,"Public Service Commission, District 5 - Western",4071,120
Crisp,Election Day,2470,"Public Service Commission, District 5 - Western",2340,130
Crisp,Provisional,26,"Public Service Commission, District 5 - Western",22,4
Dade,Absentee by Mail,129,"Public Service Commission, District 5 - Western",117,12
Dade,Advance in Person,2561,"Public Service Commission, District 5 - Western",2478,83
Dade,Election Day,2760,"Public Service Commission, District 5 - Western",2668,92
Dade,Provisional,12,"Public Service Commission, District 5 - Western",12,0
Dawson,Absentee by Mail,439,"Public Service Commission, District 5 - Western",437,2
Dawson,Advance in Person,7020,"Public Service Commission, District 5 - Western",6914,106
Dawson,Election Day,4111,"Public Service Commission, District 5 - Western",4026,85
Dawson,Provisional,11,"Public Service Commission, District 5 - Western",11,0
DeKalb,Absentee by Mail,19672,"Public Service Commission, District 5 - Western",19194,478
DeKalb,Advance in Person,150814,"Public Service Commission, District 5 - Western",148081,2733
DeKalb,Election Day,140482,"Public Service Commission, District 5 - Western",136641,3841
DeKalb,Provisional,1773,"Public Service Commission, District 5 - Western",1713,60
Decatur,Absentee by Mail,548,"Public Service Commission, District 5 - Western",539,9
Decatur,Advance in Person,4260,"Public Service Commission, District 5 - Western",4167,93
Decatur,Election Day,4235,"Public Service Commission, District 5 - Western",4134,101
Decatur,Provisional,103,"Public Service Commission, District 5 - Western",98,5
Dodge,Absentee by Mail,448,"Public Service Commission, District 5 - Western",436,12
Dodge,Advance in Person,3411,"Public Service Commission, District 5 - Western",3275,136
Dodge,Election Day,3192,"Public Service Commission, District 5 - Western",3024,168
Dodge,Provisional,10,"Public Service Commission, District 5 - Western",10,0
Dooly,Absentee by Mail,196,"Public Service Commission, District 5 - Western",187,9
Dooly,Advance in Person,1889,"Public Service Commission, District 5 - Western",1804,85
Dooly,Election Day,1708,"Public Service Commission, District 5 - Western",1632,76
Dooly,Provisional,2,"Public Service Commission, District 5 - Western",1,1
Dougherty,Absentee by Mail,1944,"Public Service Commission, District 5 - Western",1895,49
Dougherty,Advance in Person,11332,"Public Service Commission, District 5 - Western",11131,201
Dougherty,Election Day,18021,"Public Service Commission, District 5 - Western",17584,437
Dougherty,Provisional,128,"Public Service Commission, District 5 - Western",119,9
Douglas,Absentee by Mail,3233,"Public Service Commission, District 5 - Western",3178,55
Douglas,Advance in Person,30219,"Public Service Commission, District 5 - Western",29859,360
Douglas,Election Day,21745,"Public Service Commission, District 5 - Western",21420,325
Douglas,Provisional,58,"Public Service Commission, District 5 - Western",58,0
Early,Absentee by Mail,473,"Public Service Commission, District 5 - Western",457,16
Early,Advance in Person,1569,"Public Service Commission, District 5 - Western",1537,32
Early,Election Day,2089,"Public Service Commission, District 5 - Western",2036,53
Early,Provisional,4,"Public Service Commission, District 5 - Western",2,2
Echols,Absentee by Mail,35,"Public Service Commission, District 5 - Western",35,0
Echols,Advance in Person,767,"Public Service Commission, District 5 - Western",747,20
Echols,Election Day,341,"Public Service Commission, District 5 - Western",325,16
Echols,Provisional,0,"Public Service Commission, District 5 - Western",0,0
Effingham,Absentee by Mail,750,"Public Service Commission, District 5 - Western",732,18
Effingham,Advance in Person,10717,"Public Service Commission, District 5 - Western",10532,185
Effingham,Election Day,11898,"Public Service Commission, District 5 - Western",11680,218
Effingham,Provisional,6,"Public Service Commission, District 5 - Western",6,0
Elbert,Absentee by Mail,563,"Public Service Commission, District 5 - Western",557,6
Elbert,Advance in Person,3722,"Public Service Commission, District 5 - Western",3603,119
Elbert,Election Day,3034,"Public Service Commission, District 5 - Western",2933,101
Elbert,Provisional,69,"Public Service Commission, District 5 - Western",67,2
Emanuel,Absentee by Mail,390,"Public Service Commission, District 5 - Western",377,13
Emanuel,Advance in Person,3424,"Public Service Commission, District 5 - Western",3324,100
Emanuel,Election Day,3896,"Public Service Commission, District 5 - Western",3723,173
Emanuel,Provisional,6,"Public Service Commission, District 5 - Western",6,0
Evans,Absentee by Mail,199,"Public Service Commission, District 5 - Western",194,5
Evans,Advance in Person,2162,"Public Service Commission, District 5 - Western",2073,89
Evans,Election Day,1086,"Public Service Commission, District 5 - Western",1040,46
Evans,Provisional,0,"Public Service Commission, District 5 - Western",0,0
Fannin,Absentee by Mail,658,"Public Service Commission, District 5 - Western",641,17
Fannin,Advance in Person,5341,"Public Service Commission, District 5 - Western",5235,106
Fannin,Election Day,5204,"Public Service Commission, District 5 - Western",5033,171
Fannin,Provisional,16,"Public Service Commission, District 5 - Western",16,0
Fayette,Absentee by Mail,2647,"Public Service Commission, District 5 - Western",2581,66
Fayette,Advance in Person,31073,"Public Service Commission, District 5 - Western",30673,400
Fayette,Election Day,24242,"Public Service Commission, District 5 - Western",23690,552
Fayette,Provisional,36,"Public Service Commission, District 5 - Western",34,2
Floyd,Absentee by Mail,1260,"Public Service Commission, District 5 - Western",1230,30
Floyd,Advance in Person,13688,"Public Service Commission, District 5 - Western",13434,254
Floyd,Election Day,15277,"Public Service Commission, District 5 - Western",14890,387
Floyd,Provisional,113,"Public Service Commission, District 5 - Western",106,7
Forsyth,Absentee by Mail,4428,"Public Service Commission, District 5 - Western",4305,123
Forsyth,Advance in Person,52559,"Public Service Commission, District 5 - Western",51825,734
Forsyth,Election Day,36252,"Public Service Commission, District 5 - Western",35453,799
Forsyth,Provisional,59,"Public Service Commission, District 5 - Western",59,0
Franklin,Absentee by Mail,388,"Public Service Commission, District 5 - Western",383,5
Franklin,Advance in Person,3502,"Public Service Commission, District 5 - Western",3450,52
Franklin,Election Day,4259,"Public Service Commission, District 5 - Western",4167,92
Franklin,Provisional,0,"Public Service Commission, District 5 - Western",0,0
Fulton,Absentee by Mail,17842,"Public Service Commission, District 5 - Western",17190,652
Fulton,Advance in Person,224522,"Public Service Commission, District 5 - Western",219997,4525
Fulton,Election Day,179442,"Public Service Commission, District 5 - Western",174221,5221
Fulton,Provisional,1982,"Public Service Commission, District 5 - Western",1863,119
Gilmer,Absentee by Mail,559,"Public Service Commission, District 5 - Western",549,10
Gilmer,Advance in Person,6295,"Public Service Commission, District 5 - Western",6159,136
Gilmer,Election Day,5617,"Public Service Commission, District 5 - Western",5452,165
Gilmer,Provisional,39,"Public Service Commission, District 5 - Western",36,3
Glascock,Absentee by Mail,81,"Public Service Commission, District 5 - Western",79,2
Glascock,Advance in Person,652,"Public Service Commission, District 5 - Western",624,28
Glascock,Election Day,567,"Public Service Commission, District 5 - Western",530,37
Glascock,Provisional,1,"Public Service Commission, District 5 - Western",1,0
Glynn,Absentee by Mail,1812,"Public Service Commission, District 5 - Western",1781,31
Glynn,Advance in Person,17510,"Public Service Commission, District 5 - Western",17214,296
Glynn,Election Day,13179,"Public Service Commission, District 5 - Western",12857,322
Glynn,Provisional,147,"Public Service Commission, District 5 - Western",139,8
Gordon,Absentee by Mail,547,"Public Service Commission, District 5 - Western",526,21
Gordon,Advance in Person,8119,"Public Service Commission, District 5 - Western",7917,202
Gordon,Election Day,9106,"Public Service Commission, District 5 - Western",8844,262
Gordon,Provisional,32,"Public Service Commission, District 5 - Western",31,1
Grady,Absentee by Mail,400,"Public Service Commission, District 5 - Western",391,9
Grady,Advance in Person,3857,"Public Service Commission, District 5 - Western",3794,63
Grady,Election Day,4099,"Public Service Commission, District 5 - Western",4002,97
Grady,Provisional,14,"Public Service Commission, District 5 - Western",13,1
Greene,Absentee by Mail,623,"Public Service Commission, District 5 - Western",606,17
Greene,Advance in Person,5593,"Public Service Commission, District 5 - Western",5515,78
Greene,Election Day,2773,"Public Service Commission, District 5 - Western",2707,66
Greene,Provisional,6,"Public Service Commission, District 5 - Western",6,0
Gwinnett,Absentee by Mail,20397,"Public Service Commission, District 5 - Western",20055,342
Gwinnett,Advance in Person,137166,"Public Service Commission, District 5 - Western",135422,1744
Gwinnett,Election Day,155146,"Public Service Commission, District 5 - Western",152061,3085
Gwinnett,Provisional,2209,"Public Service Commission, District 5 - Western",2149,60
Habersham,Absentee by Mail,853,"Public Service Commission, District 5 - Western",833,20
Habersham,Advance in Person,10023,"Public Service Commission, District 5 - Western",9816,207
Habersham,Election Day,4619,"Public Service Commission, District 5 - Western",4488,131
Habersham,Provisional,5,"Public Service Commission, District 5 - Western",5,0
Hall,Absentee by Mail,3493,"Public Service Commission, District 5 - Western",3421,72
Hall,Advance in Person,24348,"Public Service Commission, District 5 - Western",23935,413
Hall,Election Day,39441,"Public Service Commission, District 5 - Western",38582,859
Hall,Provisional,124,"Public Service Commission, District 5 - Western",116,8
Hancock,Absentee by Mail,490,"Public Service Commission, District 5 - Western",474,16
Hancock,Advance in Person,1531,"Public Service Commission, District 5 - Western",1463,68
Hancock,Election Day,1518,"Public Service Commission, District 5 - Western",1435,83
Hancock,Provisional,9,"Public Service Commission, District 5 - Western",8,1
Haralson,Absentee by Mail,393,"Public Service Commission, District 5 - Western",385,8
Haralson,Advance in Person,4202,"Public Service Commission, District 5 - Western",4113,89
Haralson,Election Day,5990,"Public Service Commission, District 5 - Western",5873,117
Haralson,Provisional,0,"Public Service Commission, District 5 - Western",0,0
Harris,Absentee by Mail,729,"Public Service Commission, District 5 - Western",711,18
Harris,Advance in Person,7251,"Public Service Commission, District 5 - Western",7155,96
Harris,Election Day,7992,"Public Service Commission, District 5 - Western",7814,178
Harris,Provisional,14,"Public Service Commission, District 5 - Western",14,0
Hart,Absentee by Mail,440,"Public Service Commission, District 5 - Western",432,8
Hart,Advance in Person,5220,"Public Service Commission, District 5 - Western",5068,152
Hart,Election Day,3958,"Public Service Commission, District 5 - Western",3834,124
Hart,Provisional,4,"Public Service Commission, District 5 - Western",4,0
Heard,Absentee by Mail,278,"Public Service Commission, District 5 - Western",274,4
Heard,Advance in Person,1427,"Public Service Commission, District 5 - Western",1394,33
Heard,Election Day,2346,"Public Service Commission, District 5 - Western",2292,54
Heard,Provisional,4,"Public Service Commission, District 5 - Western",4,0
Henry,Absentee by Mail,4997,"Public Service Commission, District 5 - Western",4868,129
Henry,Advance in Person,58658,"Public Service Commission, District 5 - Western",57885,773
Henry,Election Day,34710,"Public Service Commission, District 5 - Western",34114,596
Henry,Provisional,193,"Public Service Commission, District 5 - Western",182,11
Houston,Absentee by Mail,3190,"Public Service Commission, District 5 - Western",3131,59
Houston,Advance in Person,34816,"Public Service Commission, District 5 - Western",34347,469
Houston,Election Day,21152,"Public Service Commission, District 5 - Western",20764,388
Houston,Provisional,74,"Public Service Commission, District 5 - Western",69,5
Irwin,Absentee by Mail,133,"Public Service Commission, District 5 - Western",132,1
Irwin,Advance in Person,2048,"Public Service Commission, District 5 - Western",1995,53
Irwin,Election Day,1375,"Public Service Commission, District 5 - Western",1340,35
Irwin,Provisional,8,"Public Service Commission, District 5 - Western",8,0
Jackson,Absentee by Mail,1019,"Public Service Commission, District 5 - Western",1003,16
Jackson,Advance in Person,14919,"Public Service Commission, District 5 - Western",14690,229
Jackson,Election Day,10951,"Public Service Commission, District 5 - Western",10738,213
Jackson,Provisional,10,"Public Service Commission, District 5 - Western",9,1
Jasper,Absentee by Mail,421,"Public Service Commission, District 5 - Western",412,9
Jasper,Advance in Person,2981,"Public Service Commission, District 5 - Western",2928,53
Jasper,Election Day,2505,"Public Service Commission, District 5 - Western",2456,49
Jasper,Provisional,38,"Public Service Commission, District 5 - Western",37,1
Jeff Davis,Absentee by Mail,229,"Public Service Commission, District 5 - Western",222,7
Jeff Davis,Advance in Person,2680,"Public Service Commission, District 5 - Western",2586,94
Jeff Davis,Election Day,1906,"Public Service Commission, District 5 - Western",1810,96
Jeff Davis,Provisional,0,"Public Service Commission, District 5 - Western",0,0
Jefferson,Absentee by Mail,607,"Public Service Commission, District 5 - Western",591,16
Jefferson,Advance in Person,2803,"Public Service Commission, District 5 - Western",2691,112
Jefferson,Election Day,3346,"Public Service Commission, District 5 - Western",3202,144
Jefferson,Provisional,11,"Public Service Commission, District 5 - Western",11,0
Jenkins,Absentee by Mail,188,"Public Service Commission, District 5 - Western",181,7
Jenkins,Advance in Person,1557,"Public Service Commission, District 5 - Western",1508,49
Jenkins,Election Day,1111,"Public Service Commission, District 5 - Western",1082,29
Jenkins,Provisional,16,"Public Service Commission, District 5 - Western",16,0
Johnson,Absentee by Mail,236,"Public Service Commission, District 5 - Western",223,13
Johnson,Advance in Person,1970,"Public Service Commission, District 5 - Western",1906,64
Johnson,Election Day,1277,"Public Service Commission, District 5 - Western",1208,69
Johnson,Provisional,0,"Public Service Commission, District 5 - Western",0,0
Jones,Absentee by Mail,784,"Public Service Commission, District 5 - Western",760,24
Jones,Advance in Person,6968,"Public Service Commission, District 5 - Western",6839,129
Jones,Election Day,4680,"Public Service Commission, District 5 - Western",4569,111
Jones,Provisional,9,"Public Service Commission, District 5 - Western",9,0
Lamar,Absentee by Mail,404,"Public Service Commission, District 5 - Western",392,12
Lamar,Advance in Person,3820,"Public Service Commission, District 5 - Western",3745,75
Lamar,Election Day,3122,"Public Service Commission, District 5 - Western",3056,66
Lamar,Provisional,11,"Public Service Commission, District 5 - Western",11,0
Lanier,Absentee by Mail,108,"Public Service Commission, District 5 - Western",104,4
Lanier,Advance in Person,1661,"Public Service Commission, District 5 - Western",1610,51
Lanier,Election Day,910,"Public Service Commission, District 5 - Western",861,49
Lanier,Provisional,2,"Public Service Commission, District 5 - Western",2,0
Laurens,Absentee by Mail,1286,"Public Service Commission, District 5 - Western",1242,44
Laurens,Advance in Person,8485,"Public Service Commission, District 5 - Western",8250,235
Laurens,Election Day,9168,"Public Service Commission, District 5 - Western",8873,295
Laurens,Provisional,13,"Public Service Commission, District 5 - Western",13,0
Lee,Absentee by Mail,480,"Public Service Commission, District 5 - Western",472,8
Lee,Advance in Person,5681,"Public Service Commission, District 5 - Western",5598,83
Lee,Election Day,7388,"Public Service Commission, District 5 - Western",7262,126
Lee,Provisional,6,"Public Service Commission, District 5 - Western",6,0
